postalcode	city	community	identifer	usercount
41105	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	38
41106	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	17
41107	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	6
41108	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	12
41110	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	3
41111	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	29
41112	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	139
41113	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	46
41114	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	16
41115	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	7
41116	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	6
41117	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	1
41118	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	36
41119	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	87
41120	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	81
41121	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	2
41122	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	105
41123	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	59
41124	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	67
41125	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	93
41126	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	66
41127	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	132
41128	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	68
41129	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	110
41130	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	58
41131	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	187
41132	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	78
41133	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	71
41134	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	72
41135	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	85
41136	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	23
41137	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	42
41138	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	23
41139	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	75
41140	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	16
41143	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	60
41250	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	65
41251	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	34
41252	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	124
41253	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	62
41254	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	67
41255	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	57
41256	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	29
41257	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	89
41258	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	265
41258	Frösön	Östersund	b78ce6cc-ecd1-4130-a981-509c34b52c28	1
41259	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	134
41260	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	198
41261	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	176
41262	Göteborg	Mölndal	b55ab512-3067-41d3-a069-ab46b6af982c	2
41262	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	203
41263	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	92
41264	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	139
41265	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	69
41266	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	36
41267	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	62
41268	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	101
41269	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	38
41270	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	57
41271	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	34
41272	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	66
41273	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	49
41274	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	58
41275	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	119
41276	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	112
41279	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	1
41279	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	250
41280	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	124
41281	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	64
41282	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	134
41301	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	61
41302	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	75
41303	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	72
41304	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	82
41305	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	70
41306	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	41
41307	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	103
41308	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	141
41309	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	137
41310	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	114
41311	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	175
41312	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	3
41313	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	155
41314	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	149
41315	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	95
41316	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	100
41317	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	107
41318	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	161
41319	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	61
41320	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	143
41321	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	104
41322	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	100
41323	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	93
41324	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	97
41325	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	88
41326	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	146
41327	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	120
41328	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	84
41346	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	2
41451	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	82
41452	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	63
41453	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	81
41454	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	45
41455	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	119
41456	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	74
41457	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	118
41458	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	74
41459	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	117
41460	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	48
41461	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	81
41462	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	93
41463	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	90
41464	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	70
41465	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	89
41466	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	64
41467	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	107
41468	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	62
41469	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	114
41470	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	57
41471	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	64
41472	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	67
41473	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	84
41474	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	68
41475	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	123
41476	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	75
41477	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	95
41478	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	120
41479	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	53
41480	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	47
41481	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	83
41482	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	81
41483	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	103
41501	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	163
41502	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	11
41503	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	127
41504	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	129
41505	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	40
41506	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	97
41507	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	126
41508	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	80
41509	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	71
41510	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	53
41511	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	57
41512	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	64
41513	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	68
41514	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	56
41515	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	79
41516	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	33
41517	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	90
41518	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	33
41519	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	30
41520	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	37
41521	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	30
41522	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	36
41524	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	20
41527	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	109
41528	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	106
41647	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	117
41648	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	141
41649	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	74
41650	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	1
41651	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	113
41652	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	131
41653	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	137
41654	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	98
41655	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	54
41656	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	141
41657	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	172
41658	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	235
41659	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	166
41660	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	126
41661	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	112
41662	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	75
41663	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	111
41664	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	88
41665	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	68
41666	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	52
41667	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	108
41668	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	53
41669	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	125
41670	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	114
41671	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	170
41672	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	159
41673	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	144
41674	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	100
41675	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	78
41675	Göteborg	Nacka	438b8c9b-fb25-4257-8b9b-232674fd5091	1
41676	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	48
41677	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	62
41678	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	83
41679	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	78
41680	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	65
41681	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	117
41701	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	52
41702	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	85
41703	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	108
41704	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	74
41705	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	1
41706	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	111
41707	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	3
41708	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	1
41708	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	98
41713	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	78
41714	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	77
41715	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	101
41716	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	91
41717	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	101
41718	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	95
41719	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	91
41720	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	100
41721	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	69
41722	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	31
41723	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	66
41724	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	135
41726	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	88
41727	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	71
41728	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	88
41729	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	74
41742	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	26
41743	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	59
41744	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	64
41745	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	60
41746	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	20
41747	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	34
41749	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	39
41753	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	212
41757	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	97
41758	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	54
41760	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	110
41762	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	92
41763	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	81
41764	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	33
41765	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	98
41766	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	70
41767	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	111
41830	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	51
41831	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	31
41832	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	78
41833	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	47
41835	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	44
41836	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	70
41837	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	21
41838	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	38
41839	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	27
41840	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	32
41841	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	46
41842	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	28
41843	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	32
41870	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	74
41871	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	74
41872	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	74
41873	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	71
41874	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	46
41875	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	81
41876	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	116
41877	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	106
42133	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	49
42134	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	60
42135	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	50
42137	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	72
42138	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	54
42139	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	70
42140	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	64
42141	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	54
42142	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	14
42143	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	67
42144	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	54
42145	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	35
42146	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	31
42147	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	17
42148	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	43
42149	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	62
42150	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	22
42151	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	30
42152	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	9
42153	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	6
42157	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	30
42158	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	16
42159	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	41
42160	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	49
42161	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	66
42162	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	38
42163	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	60
42165	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	60
42166	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	51
42167	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	55
42170	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	19
42171	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	29
42172	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	28
42173	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	39
42174	Västra Frölunda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	46
42241	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	90
42242	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	71
42243	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	60
42244	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	78
42245	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	37
42246	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	1
42247	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	73
42248	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	81
42249	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	50
42250	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	26
42251	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	81
42252	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	48
42253	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	24
42254	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	36
42255	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	23
42256	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	16
42257	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	57
42258	Hisings Backa	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	22
42332	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	28
42333	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	34
42334	Göteborg	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	1
42334	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	34
42336	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	59
42337	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	16
42338	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	73
42339	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	51
42340	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	47
42341	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	46
42342	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	4
42343	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	10
42344	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	5
42346	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	27
42347	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	51
42349	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	33
42350	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	31
42351	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	52
42352	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	1
42353	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	44
42354	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	15
42355	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	24
42356	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	28
42359	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	9
42361	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	23
42363	Torslanda	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	54
42370	Säve	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	26
42371	Säve	Göteborg	2389bf49-8c92-4652-9983-db0faebdf247	15
